/* DATA DESCRIPTION:
Citation:	Miller, Heinz; Schwager, Matthias (2000): Density of ice core ngt37C95.2 from the North Greenland Traverse. PANGAEA, https://doi.org/10.1594/PANGAEA.57798
47.646	758.9
47.647	759.7
47.648	758.2
47.649	756.5
47.650	755.4
47.651	756.7
47.652	757.9
47.653	760.0
47.654	760.7
47.655	761.1
47.656	760.1
47.657	761.5
47.658	764.9
47.659	761.2
47.660	761.4
47.661	760.6
47.662	754.2
47.663	754.6
47.664	756.7
47.665	755.4
47.666	758.8
47.667	761.8
47.668	760.6
47.669	760.5
47.670	762.9
47.671	759.9
47.672	759.8
47.673	760.8
47.674	758.1
47.675	756.1
47.676	755.2
47.677	756.3
47.678	756.0
47.679	753.9
47.680	755.2
47.681	750.9
47.682	750.0
47.683	751.8
47.684	761.7
47.685	764.4
47.686	756.3
47.687	751.4
47.688	748.7
47.689	747.9
47.690	746.5
47.691	743.0
47.692	743.8
47.693	746.1
47.694	746.2
47.695	743.0
47.696	742.4
47.697	743.6
47.698	745.7
47.699	748.2
47.700	747.9
47.701	747.6
47.702	747.5
47.703	745.9
47.704	746.6
47.705	749.6
47.706	746.5
47.707	746.2
47.708	746.8
47.709	747.6
47.710	747.3
47.711	744.8
47.712	745.5
47.713	744.7
47.714	741.5
47.715	743.7
47.716	746.5
47.717	749.6
47.718	748.5
47.719	747.0
47.720	748.5
47.721	748.4
47.722	746.7
47.723	745.4
47.724	744.3
47.725	741.3
47.726	740.0
47.727	747.0
47.728	745.2
47.729	742.8
47.730	743.2
47.731	743.3
47.732	737.9
47.733	739.3
47.734	740.9
47.735	739.9
47.736	740.9
47.737	742.5
47.738	744.4
47.739	743.8
47.740	745.5
47.741	744.0
47.742	742.0
47.743	748.4
47.744	743.8
47.745	740.1
47.746	740.8
47.747	741.7
47.748	743.0
47.749	740.0
47.750	744.7
47.751	742.4
47.752	740.9
47.753	741.9
47.754	741.8
47.755	738.5
47.756	742.5
47.757	741.2
47.758	742.3
47.759	739.8
47.760	738.2
47.761	738.2
47.762	740.3
47.763	739.4
47.764	740.6
47.765	737.3
47.766	739.6
47.767	734.9
47.768	738.4
47.769	736.8
47.770	737.7
47.771	740.7
47.772	740.9
47.773	741.2
47.774	740.5
47.775	739.6
47.776	737.5
47.777	735.5
47.778	736.7
47.779	734.8
47.780	734.9
47.781	735.7
47.782	733.9
47.783	738.5
47.784	735.9
47.785	737.7
47.786	738.2
47.787	735.1
47.788	733.2
47.789	726.6
47.790	724.1
47.791	718.8
47.792	714.9
47.793	716.9
47.794	716.3
47.795	716.0
47.796	711.7
47.797	716.6
47.798	719.6
47.799	718.2
47.800	717.9
47.801	719.4
47.802	719.4
47.803	721.8
47.804	722.6
47.805	721.7
47.806	722.7
47.807	720.8
47.808	723.6
47.809	722.1
47.810	719.0
47.811	719.7
47.812	718.0
47.813	719.9
47.814	719.8
47.815	720.5
47.816	719.3
47.817	720.6
47.818	721.6
47.819	721.4
47.820	721.4
47.821	722.7
47.822	725.6
47.823	723.7
47.824	724.9
47.825	724.5
47.826	721.6
47.827	724.5
47.828	723.4
47.829	721.8
47.830	722.6
47.831	722.0
47.832	719.4
47.833	720.2
47.834	723.4
47.835	728.2
47.836	727.7
47.837	727.8
47.838	729.5
47.839	725.0
47.840	724.5
47.841	721.6
47.842	722.5
47.843	719.6
47.844	716.4
47.845	717.1
47.846	716.2
47.847	715.7
47.848	717.5
47.849	713.7
47.850	715.2
47.851	711.1
47.852	715.0
47.853	713.7
47.854	711.7
47.855	712.0
47.856	712.0
47.857	714.3
47.858	716.0
47.859	717.6
47.860	715.3
47.861	719.0
47.862	715.2
47.863	712.9
47.864	713.6
47.865	712.2
47.866	713.2
47.867	709.6
47.868	710.3
47.869	710.4
47.870	711.3
47.871	711.7
47.872	710.7
47.873	708.5
47.890	723.8
47.891	723.9
47.892	724.0
47.893	718.6
47.894	722.9
47.895	723.3
47.896	720.0
47.897	715.7
47.898	715.1
47.899	714.3
47.900	714.3
47.901	716.0
47.902	714.9
47.903	716.5
47.904	718.3
47.905	722.3
47.906	725.5
47.907	728.9
47.908	733.7
47.909	731.7
47.910	731.7
47.911	732.4
47.912	727.1
47.913	722.4
47.914	718.3
47.915	716.1
47.916	717.0
47.917	714.7
47.918	718.7
47.919	719.1
47.920	718.7
47.921	722.3
47.922	719.6
47.923	719.5
47.924	715.9
47.925	718.9
47.926	713.0
47.927	710.5
47.928	712.4
47.929	716.3
47.930	729.4
47.931	742.8
47.932	753.5
47.933	760.8
47.934	764.4
47.935	769.5
47.936	770.5
47.937	764.6
47.938	763.2
47.939	765.6
47.940	762.3
47.941	762.0
47.942	759.1
47.943	760.5
47.944	757.2
47.945	755.7
47.946	759.4
47.947	762.2
47.948	761.0
47.949	754.6
47.950	753.0
47.951	751.1
47.952	753.3
47.953	753.4
47.954	750.3
47.955	748.1
47.956	747.7
47.957	744.4
47.958	745.1
47.959	741.7
47.960	740.5
47.961	737.3
47.962	739.9
47.963	734.0
47.964	733.0
47.965	733.1
47.966	731.5
47.967	734.7
47.968	739.2
47.969	744.7
47.970	750.8
47.971	751.1
47.972	747.3
47.973	757.5
47.974	757.3
47.975	753.0
47.976	749.6
47.977	748.4
47.978	744.5
47.979	742.7
47.980	743.7
47.981	741.0
47.982	741.3
47.983	744.0
47.984	742.6
47.985	746.3
47.986	752.8
47.987	749.0
47.988	749.5
47.989	750.2
47.990	752.6
47.991	755.5
47.992	751.0
47.993	746.3
47.994	743.7
47.995	736.8
47.996	735.0
47.997	732.2
48.019	733.3
48.020	731.8
48.021	734.0
48.022	738.9
48.023	743.8
48.024	740.0
48.025	743.0
48.026	744.2
48.027	742.9
48.028	743.3
48.029	740.1
48.030	741.8
48.031	740.5
48.032	740.5
48.033	742.3
48.034	743.4
48.035	740.6
48.036	740.0
48.037	741.2
48.038	740.1
48.039	738.8
48.040	737.7
48.041	738.0
48.042	737.9
48.043	737.7
48.044	739.3
48.045	737.5
48.046	738.7
48.047	741.8
48.048	742.8
48.049	742.4
48.050	743.0
48.051	743.8
48.052	738.0
48.053	738.9
48.054	736.9
48.055	733.3
48.056	736.0
48.057	736.6
48.058	731.9
48.059	732.5
48.060	731.8
48.061	729.4
48.062	730.0
48.063	729.7
48.064	725.2
48.065	725.8
48.066	724.3
48.067	723.4
48.068	726.6
48.069	726.0
48.070	728.6
48.071	730.8
48.072	727.1
48.073	722.7
48.074	723.8
48.075	724.4
48.076	721.9
48.077	725.1
48.078	726.7
48.079	727.0
48.080	726.7
48.081	725.6
48.082	728.3
48.083	727.5
48.084	727.1
48.085	727.1
48.086	728.2
48.087	726.0
48.088	724.8
48.089	724.5
48.090	722.1
48.091	723.5
48.092	724.2
48.093	723.2
48.094	720.6
48.095	720.7
48.096	717.7
48.097	721.0
48.098	721.7
48.099	721.8
48.100	719.4
48.101	716.9
48.102	715.4
48.103	717.7
48.104	715.8
48.105	715.7
48.106	718.6
48.107	717.9
48.108	718.3
48.109	718.3
48.110	717.3
48.111	717.9
48.112	719.4
48.113	721.5
48.114	721.0
48.115	723.8
48.116	723.4
48.117	723.0
48.118	724.4
48.119	724.4
48.120	728.5
48.121	727.5
48.122	728.5
48.123	731.6
48.124	728.5
48.125	727.1
48.126	727.8
48.127	723.6
48.128	728.9
48.129	725.4
48.130	724.6
48.131	733.5
48.132	735.2
48.133	735.9
48.134	737.8
48.135	738.6
48.136	737.4
48.137	738.1
48.138	737.2
48.139	729.5
48.140	729.0
48.141	728.1
48.142	725.6
48.143	724.3
48.144	721.9
48.145	716.2
48.146	713.5
48.147	714.9
48.148	712.0
48.149	710.5
48.150	712.1
48.151	713.8
48.152	718.4
48.153	716.9
48.154	714.7
48.155	715.7
48.156	716.4
48.157	717.1
48.158	717.2
48.159	720.5
48.160	720.8
48.161	722.3
48.162	723.9
48.163	719.8
48.164	723.4
48.165	718.4
48.166	714.8
48.167	713.9
48.168	712.8
48.169	711.6
48.170	710.5
48.217	748.2
48.218	750.7
48.219	745.8
48.220	745.6
48.221	745.8
48.222	745.6
48.223	742.9
48.224	744.1
48.225	745.1
48.226	746.5
48.227	747.6
48.228	746.3
48.229	741.6
48.230	741.9
48.231	745.1
48.232	741.1
48.233	743.9
48.234	744.6
48.235	740.5
48.236	736.4
48.237	735.3
48.238	742.3
48.239	740.4
48.240	749.4
48.241	754.9
48.242	752.8
48.243	753.6
48.244	748.3
48.245	745.5
48.246	743.8
48.247	736.7
48.248	734.9
48.249	733.4
48.250	729.7
48.251	731.4
48.252	727.8
48.253	725.9
48.254	729.2
48.255	730.5
48.256	726.6
48.257	726.8
48.258	725.8
48.259	725.1
48.260	724.3
48.261	725.1
48.262	728.0
48.263	728.7
48.264	730.6
48.265	730.6
48.266	730.7
48.267	730.5
48.268	734.5
48.269	732.6
48.270	732.4
48.271	727.3
48.272	725.1
48.273	727.7
48.274	725.4
48.275	723.5
48.276	724.5
48.277	722.5
48.278	723.1
48.279	726.5
48.280	728.6
48.281	727.3
48.282	727.8
48.283	726.3
48.284	726.3
48.285	727.8
48.286	725.8
48.287	727.2
48.288	735.6
48.289	743.9
48.290	748.8
48.291	751.6
48.292	753.8
48.293	750.8
48.294	747.3
48.295	743.2
48.296	744.9
48.297	746.1
48.298	749.8
48.299	748.6
48.300	748.1
48.301	751.7
48.302	751.8
48.303	750.5
48.304	745.5
48.305	742.9
48.306	733.9
48.307	727.2
48.308	724.2
48.309	726.5
48.310	719.1
48.311	722.1
48.312	722.1
48.313	723.3
48.314	723.5
48.315	719.2
48.316	722.6
48.317	722.3
48.318	723.2
48.319	722.2
48.320	721.5
48.321	725.2
48.322	722.9
48.323	723.8
48.324	717.6
48.325	716.5
48.326	715.8
48.327	718.4
48.328	714.2
48.329	720.4
48.330	722.6
48.331	731.4
48.332	729.6
48.333	728.6
48.334	721.5
48.335	717.8
48.336	717.3
48.337	716.7
48.338	719.9
48.339	720.2
48.340	719.6
48.341	720.0
48.342	727.5
48.343	733.4
48.344	737.4
48.345	749.2
48.346	752.1
48.347	755.1
48.348	755.9
48.349	756.9
48.350	758.9
48.351	756.3
48.352	749.6
48.353	743.8
48.354	737.3
48.355	726.9
48.356	719.4
48.357	713.7
48.358	710.7
48.359	711.1
48.360	709.6
48.361	714.7
48.362	716.1
48.363	718.4
48.364	719.3
48.365	723.9
48.366	728.2
48.367	725.7
48.368	733.7
48.369	739.8
48.370	750.6
48.371	756.5
48.372	761.6
48.373	769.0
48.374	771.1
48.375	772.1
48.376	771.5
48.377	771.6
48.378	772.1
48.379	766.2
48.380	767.4
48.381	767.0
48.382	766.9
48.383	766.7
48.384	765.8
48.385	763.4
48.386	763.1
48.387	763.1
48.388	760.8
48.389	758.7
48.390	755.4
48.391	758.2
48.392	757.5
48.393	759.4
48.394	764.2
48.395	767.2
48.396	772.3
48.397	768.5
48.398	770.2
48.399	772.0
48.400	769.8
48.401	770.3
48.402	770.2
48.403	770.8
48.404	768.9
48.405	770.9
48.406	770.1
48.407	768.6
48.408	771.3
48.409	775.9
48.410	770.8
48.411	773.8
48.412	771.1
48.413	767.4
48.414	770.3
48.415	769.3
48.416	769.8
48.417	771.3
48.418	770.0
48.419	770.4
48.420	770.2
48.421	768.0
48.422	770.0
48.423	770.4
48.424	768.0
48.425	767.5
48.426	773.0
48.427	772.9
48.428	769.2
48.429	769.4
48.430	767.7
48.431	769.1
48.432	771.8
48.433	769.5
48.434	771.7
48.435	769.7
48.436	768.8
48.437	770.7
48.438	773.5
48.439	776.2
48.440	774.7
48.441	777.2
48.442	764.5
48.443	762.2
48.444	757.0
48.445	751.6
48.446	751.3
48.447	749.8
48.448	748.5
48.449	751.8
48.450	751.8
48.451	751.0
48.452	753.6
48.453	752.7
48.454	750.7
48.455	749.4
48.456	747.1
48.457	742.8
48.458	739.5
48.459	737.1
48.460	730.7
48.461	728.3
48.462	729.1
48.463	731.2
48.464	733.1
48.465	735.8
48.466	737.1
48.467	737.6
48.468	733.9
48.469	728.2
48.470	724.0
48.471	722.4
48.472	722.5
48.473	723.9
48.474	722.7
48.475	725.9
48.476	722.2
48.477	721.1
48.478	719.4
48.479	718.2
48.480	720.3
48.481	718.5
48.482	717.4
48.483	713.4
48.484	719.2
48.485	720.2
48.486	717.0
48.487	719.3
48.488	717.1
48.489	717.8
48.490	720.9
48.491	718.2
48.492	715.8
48.493	721.5
48.494	726.5
48.495	732.0
48.496	745.0
48.497	748.3
48.498	750.1
48.499	748.6
48.500	745.8
48.501	745.5
48.502	743.0
48.503	740.5
48.504	735.5
48.505	726.8
48.506	725.0
48.507	724.1
48.508	720.4
48.509	715.5
48.510	715.8
48.511	721.5
48.512	726.7
48.513	737.4
48.514	745.4
48.515	748.4
48.516	748.2
48.517	752.6
48.518	747.1
48.519	747.0
48.520	747.1
48.521	747.1
48.522	745.1
48.523	746.2
48.524	748.2
48.525	751.9
48.526	758.7
48.527	759.6
48.528	757.5
48.529	757.2
48.530	757.7
48.531	761.7
48.532	760.5
48.533	763.7
48.534	762.3
48.535	761.7
48.536	760.4
48.537	758.3
48.538	760.8
48.539	761.8
48.540	763.0
48.541	762.9
48.542	761.6
48.543	759.3
48.544	752.9
48.545	744.9
48.546	734.4
48.547	723.4
48.548	723.7
48.549	720.9
48.550	723.5
48.551	726.9
48.552	727.7
48.553	730.6
48.554	733.3
48.555	740.1
48.556	750.9
48.557	758.8
48.558	763.9
48.559	762.1
48.560	764.7
48.561	762.3
48.562	764.3
48.563	764.6
48.564	764.1
48.565	765.1
48.566	765.8
48.567	762.9
48.568	764.3
48.569	759.6
48.570	759.5
48.571	759.0
48.572	756.4
48.573	759.5
48.574	755.5
48.575	756.5
48.576	755.6
48.577	757.5
48.578	755.9
48.579	752.7
48.580	751.9
48.581	757.7
48.582	756.2
48.583	755.7
48.584	754.8
48.585	753.3
48.586	757.2
48.587	758.5
48.588	758.6
48.589	760.2
48.590	758.8
48.591	758.8
48.592	758.5
48.593	759.0
48.594	761.2
48.595	762.4
48.596	769.4
48.597	770.9
48.598	769.4
48.599	768.3
48.600	765.0
48.601	761.5
48.602	761.6
48.603	760.2
48.604	757.1
48.605	758.6
48.606	758.4
48.607	757.0
48.608	758.3
48.609	758.2
48.610	759.3
48.611	757.2
48.612	762.1
48.613	762.3
48.614	762.8
48.615	760.6
48.616	759.8
48.617	759.9
48.618	759.5
48.619	758.6
48.620	757.8
48.621	756.5
48.622	753.1
48.623	750.4
48.624	751.7
48.625	742.0
48.626	739.4
48.627	744.6
48.628	745.7
48.629	746.1
48.630	745.8
48.631	743.1
48.632	741.8
48.633	738.9
48.634	739.0
48.635	741.0
48.636	743.7
48.637	743.9
48.638	744.5
48.639	744.3
48.640	748.2
48.641	752.0
48.642	755.8
48.643	762.2
48.644	761.7
48.645	763.3
48.646	766.3
48.647	765.3
48.648	766.6
48.649	764.2
48.650	765.3
48.651	766.5
48.652	760.2
48.653	763.0
48.654	760.5
48.655	757.4
48.656	759.4
48.657	758.1
48.658	757.6
48.659	755.9
48.660	759.6
48.661	755.5
48.662	756.2
48.663	753.4
48.664	748.0
48.665	747.4
48.666	748.9
48.667	750.1
48.668	752.2
48.669	754.3
48.670	750.8
48.671	751.0
48.672	749.1
48.673	748.7
48.674	750.5
48.675	748.8
48.676	745.5
48.677	744.3
48.678	747.3
48.679	744.0
48.680	746.5
48.681	746.2
48.682	748.7
48.683	747.8
48.684	744.8
48.685	744.9
48.686	738.5
48.687	733.1
48.688	731.3
48.689	726.1
48.690	727.4
48.691	728.0
48.692	724.6
48.693	723.0
48.694	721.2
48.695	722.4
48.696	724.8
48.697	728.8
48.698	728.1
48.699	732.1
48.700	732.5
48.701	736.0
48.702	736.4
48.703	732.7
48.704	733.7
48.705	736.5
48.706	740.8
48.707	738.4
48.708	737.8
48.709	733.5
48.710	735.6
48.711	732.3
48.712	734.9
48.713	734.1
48.714	734.6
48.715	732.6
48.716	735.1
48.717	734.4
48.718	738.9
48.719	736.7
48.720	739.2
48.721	736.2
48.722	736.5
48.723	735.1
48.724	737.2
48.725	736.5
48.726	738.9
48.727	736.4
48.728	740.5
48.729	738.5
48.730	737.1
48.731	738.2
48.732	738.7
48.733	739.0
48.734	735.3
48.735	735.6
48.736	738.2
48.737	737.1
48.738	737.7
48.739	734.9
48.740	742.4
48.741	742.4
48.742	736.4
48.743	738.5
48.744	738.8
48.745	740.4
48.746	744.9
48.747	747.2
48.748	743.7
48.749	744.1
48.750	744.1
48.751	740.9
48.752	737.8
48.753	736.3
48.754	732.7
48.755	731.2
48.756	731.4
48.757	731.0
48.758	732.1
48.759	731.2
48.760	731.4
48.761	730.0
48.762	734.5
48.763	741.2
48.764	743.4
48.765	741.2
48.766	736.7
48.767	734.1
48.768	733.9
48.769	737.8
48.770	738.9
48.771	737.4
48.772	733.8
48.773	736.8
48.774	739.0
48.775	739.6
48.776	738.9
48.777	738.7
48.778	738.0
48.779	738.6
48.780	738.2
48.781	737.0
48.782	738.8
48.783	738.7
48.784	738.4
48.785	738.4
48.786	738.4
48.787	738.5
48.788	735.4
48.789	737.7
48.790	741.0
48.791	741.6
48.792	747.3
48.793	756.9
48.794	768.1
48.795	770.0
48.796	756.8
48.797	752.2
48.798	743.6
48.799	731.7
48.800	730.4
48.801	728.2
48.802	728.0
48.803	729.4
48.804	726.8
48.805	726.3
48.806	724.1
48.807	722.3
48.808	725.4
48.809	726.1
48.810	724.5
48.811	726.9
48.812	724.7
48.813	724.8
48.814	723.5
48.815	726.1
48.816	728.4
48.817	725.8
48.818	723.7
48.819	722.5
48.820	719.5
48.821	721.6
48.822	724.7
48.823	725.4
48.824	726.3
48.825	723.2
48.826	723.5
48.827	725.6
48.828	724.5
48.829	723.9
48.830	723.2
48.831	724.0
48.832	724.6
48.833	722.0
48.834	721.8
48.835	723.5
48.836	720.2
48.837	723.4
48.838	724.1
48.839	723.2
48.840	722.0
48.841	725.4
48.842	727.6
48.843	732.7
48.844	733.6
48.845	736.8
48.846	740.0
48.847	748.5
48.848	751.4
48.849	750.1
48.850	749.8
48.851	750.7
48.852	748.9
48.853	755.3
48.854	754.5
48.855	755.9
48.856	759.2
48.857	761.6
48.858	761.6
48.859	763.6
48.860	764.2
48.861	759.0
48.862	760.2
48.863	759.7
48.864	759.5
48.865	756.5
48.866	758.7
48.867	757.4
48.868	757.5
48.869	757.8
48.870	761.0
48.871	765.5
48.872	766.6
48.873	770.8
48.874	768.4
48.875	766.1
48.876	765.0
48.877	760.7
48.878	761.6
48.879	761.0
48.880	765.7
48.881	766.9
48.882	766.0
48.883	760.5
48.884	759.9
48.885	761.9
48.886	762.7
48.887	760.3
48.888	765.7
48.889	764.9
48.890	762.2
48.891	762.7
48.892	757.1
48.893	756.9
48.894	758.9
48.895	760.8
48.896	761.6
48.897	758.4
48.898	757.9
48.899	757.5
48.900	758.3
48.901	760.6
48.902	757.6
48.903	757.5
48.904	758.7
48.905	760.3
48.906	761.4
48.907	759.0
48.908	758.8
48.909	762.1
48.910	762.5
48.911	760.7
48.912	760.4
48.913	759.1
48.914	759.0
48.915	759.5
48.916	758.2
48.917	758.4
48.918	760.3
48.919	759.6
48.920	758.3
48.921	757.3
48.922	757.7
48.923	758.8
48.924	759.6
48.925	759.1
48.926	757.3
49.015	741.1
49.016	738.0
49.017	737.4
49.018	738.8
49.019	740.4
49.020	746.4
49.021	756.1
49.022	759.7
49.023	766.0
49.024	765.6
49.025	767.1
49.026	769.7
49.027	768.2
49.028	771.0
49.029	762.9
49.030	755.5
49.031	748.1
49.032	739.6
49.033	733.1
49.034	728.9
49.035	726.4
49.036	725.8
49.037	722.9
49.038	721.1
49.039	719.2
49.040	719.6
49.041	721.3
49.042	726.4
49.043	723.5
49.044	722.5
49.045	725.8
49.046	726.1
49.047	724.5
49.048	721.5
49.049	723.3
49.050	727.8
49.051	733.2
49.052	732.4
49.053	737.7
49.054	739.6
49.055	742.6
49.056	743.0
49.057	739.2
49.058	744.0
49.059	739.2
49.060	741.7
49.061	742.4
49.062	748.1
49.063	752.0
49.064	760.9
49.065	766.0
49.066	767.5
49.067	767.4
49.068	764.6
49.069	760.7
49.070	762.8
49.071	765.4
49.072	765.9
49.073	760.7
49.074	762.2
49.075	762.6
49.076	763.6
49.077	762.1
49.078	763.4
49.079	763.6
49.080	761.9
49.081	767.4
49.082	768.7
49.083	766.9
49.084	766.3
49.085	766.5
49.086	770.3
49.087	769.0
49.088	770.2
49.089	771.6
49.090	768.1
49.091	768.1
49.092	767.9
49.093	768.7
49.094	770.1
49.095	768.4
49.096	769.7
49.097	772.1
49.098	771.2
49.099	770.2
49.100	769.2
49.101	773.6
49.102	769.2
49.103	768.6
49.104	766.9
49.105	768.1
49.106	768.7
49.107	767.2
49.108	767.9
49.109	766.5
49.110	767.0
49.111	763.4
49.112	766.2
49.113	766.3
49.114	767.3
49.115	770.4
49.116	770.7
49.117	767.3
49.118	766.5
49.119	764.7
49.120	767.1
49.121	767.0
49.122	766.0
49.123	764.6
49.124	762.7
49.125	765.9
49.126	761.9
49.127	761.5
49.128	761.2
49.129	767.5
49.130	764.3
49.131	763.4
49.132	764.8
49.133	766.6
49.134	765.8
49.135	765.5
49.136	764.0
49.137	765.3
49.138	765.8
49.139	764.0
49.140	763.2
49.141	766.9
49.142	764.1
49.143	767.9
49.144	764.0
49.145	761.7
49.146	762.7
49.147	762.5
49.148	762.0
49.149	760.9
49.150	768.3
49.151	769.8
49.152	769.1
49.153	769.4
49.154	770.6
49.155	770.8
49.156	767.4
49.157	766.8
49.158	768.3
49.159	769.1
49.160	769.6
49.161	766.5
49.162	767.7
49.163	768.2
49.164	768.3
49.165	768.2
49.166	767.9
49.167	769.6
49.168	780.1
49.169	785.6
49.170	785.8
49.171	786.3
49.172	782.8
49.173	777.5
49.174	774.0
49.175	770.7
49.176	768.4
49.177	765.0
49.178	765.3
49.179	764.9
49.180	756.9
49.181	757.6
49.182	758.0
49.183	759.7
49.184	755.9
49.185	752.4
49.186	746.7
49.187	747.1
49.188	742.3
49.189	737.6
49.190	738.0
49.191	735.0
49.192	730.9
49.193	729.4
49.194	722.3
49.195	719.6
49.196	720.3
49.197	720.8
49.198	720.2
49.199	720.0
49.200	723.3
49.201	721.5
49.202	719.8
49.203	717.4
49.204	714.9
49.205	715.1
49.206	716.7
49.207	718.8
49.208	720.8
49.209	718.1
49.210	716.9
49.211	717.5
49.212	717.3
49.213	717.8
49.214	715.6
49.215	718.6
49.216	720.0
49.217	719.3
49.218	720.0
49.219	720.2
49.220	721.0
49.221	724.8
49.222	728.9
49.223	733.3
49.224	735.6
49.225	736.7
49.226	739.2
49.227	740.8
49.228	734.4
49.229	736.9
49.230	738.2
49.231	736.3
49.232	734.6
49.233	734.4
49.234	730.6
49.235	731.7
49.236	731.9
49.237	729.9
49.238	728.4
49.239	728.1
49.240	730.3
49.241	728.5
49.242	727.5
49.243	725.3
49.244	727.7
49.245	725.8
49.246	726.8
49.247	725.1
49.248	726.2
49.249	730.8
49.250	728.5
49.251	723.8
49.252	722.7
49.253	725.6
49.254	726.5
49.255	727.5
49.256	725.1
49.257	725.3
49.258	724.4
49.259	727.7
49.260	725.1
49.261	725.4
49.262	723.6
49.263	723.2
49.264	726.1
49.265	724.8
49.266	726.6
49.267	725.0
49.268	726.8
49.269	725.9
49.270	726.9
49.271	727.7
49.272	725.7
49.273	730.3
49.274	726.7
49.275	726.3
49.276	728.0
49.277	729.4
49.278	732.7
49.279	736.2
49.280	739.7
49.281	737.5
49.282	735.8
49.283	737.3
49.284	738.5
49.285	736.0
49.286	733.5
49.287	734.0
49.288	734.8
49.289	735.9
49.290	732.5
49.291	734.6
49.292	730.8
49.293	728.4
49.294	728.4
49.295	726.8
49.296	726.3
49.297	722.4
49.298	719.3
49.299	719.0
49.300	718.7
49.301	720.8
49.302	724.7
49.303	731.9
49.304	732.8
49.305	735.1
49.306	735.0
49.307	733.6
49.308	732.9
49.309	733.5
49.310	732.0
49.311	732.1
49.312	737.6
49.313	737.0
49.314	735.5
49.315	733.6
49.316	735.7
49.317	731.3
49.318	733.0
49.319	736.5
49.320	739.8
49.321	748.3
49.322	760.3
49.323	765.1
49.324	765.5
49.325	769.6
49.326	772.2
49.327	772.0
49.328	773.1
49.329	773.1
49.330	772.9
49.331	768.3
49.332	766.0
49.333	762.4
49.334	757.1
49.335	751.4
49.336	748.4
49.337	746.5
49.338	742.6
49.339	741.4
49.340	738.0
49.341	735.2
49.342	729.9
49.343	735.3
49.344	740.9
49.345	743.1
49.346	750.0
49.347	750.5
49.348	755.6
49.349	752.9
49.350	754.6
49.351	763.5
49.352	770.8
49.353	771.4
49.354	769.4
49.355	771.4
49.356	773.2
49.357	772.4
49.358	771.1
49.359	773.0
49.360	773.7
49.361	775.0
49.362	775.3
49.363	774.6
49.364	772.6
49.365	771.9
49.366	775.6
49.367	774.8
49.368	774.1
49.369	778.0
49.370	785.6
49.371	787.6
49.372	791.8
49.373	797.0
49.374	801.0
49.375	802.4
49.376	806.0
49.377	806.3
49.378	806.2
49.379	804.8
49.380	804.4
49.381	799.8
49.382	796.6
49.383	789.0
49.384	778.8
49.385	771.5
49.386	762.1
49.387	755.1
49.388	749.7
49.389	749.6
49.390	746.4
49.391	744.9
49.392	743.4
49.393	744.8
49.394	741.9
49.395	741.3
49.396	738.2
49.397	739.7
49.398	749.1
49.399	748.8
49.400	760.7
49.401	771.3
49.402	773.8
49.403	767.1
49.404	758.7
49.405	756.1
49.406	753.2
49.407	754.6
49.408	750.7
49.409	754.2
49.410	751.5
49.411	754.6
49.412	756.7
49.413	755.8
49.414	758.0
49.415	758.4
49.416	756.1
49.417	759.5
49.418	762.2
49.419	758.0
49.420	757.9
49.421	758.0
49.422	757.0
49.423	757.1
49.424	757.2
49.425	755.2
49.426	748.2
49.427	746.5
49.428	742.6
49.429	747.4
49.430	753.5
49.431	758.3
49.432	754.8
49.433	758.6
49.434	757.4
49.435	753.9
49.436	756.1
49.437	756.6
49.438	755.6
49.439	759.0
49.440	756.7
49.441	758.6
49.442	755.5
49.443	755.6
49.444	751.4
49.445	752.2
49.446	751.6
49.447	750.9
49.448	751.4
49.449	752.6
49.450	749.8
49.451	750.1
49.452	749.1
49.453	748.2
49.454	749.6
49.455	749.3
49.456	745.8
49.457	743.1
49.458	744.6
49.459	747.8
49.460	745.8
49.461	745.9
49.462	745.3
49.463	744.3
49.464	741.1
49.465	738.7
49.466	740.5
49.467	738.5
49.468	740.3
49.469	739.0
49.470	738.9
49.471	739.4
49.472	734.8
49.473	733.3
49.474	735.7
49.475	737.7
49.476	736.9
49.477	736.5
49.478	733.1
49.479	734.4
49.480	732.8
49.481	738.8
49.482	736.8
49.483	735.2
49.484	736.8
49.485	735.8
49.486	736.2
49.487	732.6
49.488	736.4
49.489	736.8
49.490	736.2
49.491	736.7
49.492	733.8
49.493	732.7
49.494	733.5
49.495	734.2
49.496	732.0
49.497	733.8
49.498	730.6
49.499	731.9
49.500	730.7
49.501	733.0
49.502	732.6
49.503	733.3
49.504	732.9
49.505	732.3
49.506	733.0
49.507	731.6
49.539	760.6
49.540	761.6
49.541	758.4
49.542	759.6
49.543	759.2
49.544	758.3
49.545	760.0
49.546	759.2
49.547	759.3
49.548	759.2
49.549	752.4
49.550	755.2
49.551	758.3
49.552	758.7
49.553	761.0
49.554	762.0
49.555	767.0
49.556	767.1
49.557	769.5
49.558	770.5
49.559	769.0
49.560	768.8
49.561	769.6
49.562	767.3
49.563	769.9
49.564	766.9
49.565	764.2
49.566	765.6
49.567	769.1
49.568	767.5
49.569	771.7
49.570	769.2
49.571	769.1
49.572	770.8
